timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,syn_count,fin_count,rst_count,ack_count,icmp_count,duration_sec,label
1758473973,10.0.0.1,10.0.0.2,0,0,1,1,98,0,0,0,0,1,10,0
1758473973,10.0.0.2,10.0.0.1,0,0,1,1,98,0,0,0,0,1,10,0
1758473983,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758473983,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758473993,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758473993,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474003,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474003,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474013,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474013,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474023,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474023,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474033,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474033,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474043,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474043,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474053,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474053,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474063,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474063,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474073,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474073,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474083,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474083,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474093,10.0.0.1,10.0.0.2,0,0,1,9,882,0,0,0,0,9,10,0
1758474093,10.0.0.2,10.0.0.1,0,0,1,9,882,0,0,0,0,9,10,0
1758474103,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474103,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474113,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474113,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474123,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474123,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474133,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474133,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474143,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474143,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474153,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474153,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474163,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474163,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474173,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474173,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474183,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474183,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474193,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474193,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474203,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474203,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474213,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474213,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474223,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474223,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474233,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474233,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474243,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474243,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474253,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474253,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474263,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474263,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474273,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474273,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474283,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474283,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474293,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474293,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474303,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474303,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474313,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474313,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474323,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474323,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474333,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474333,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474343,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474343,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474353,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474353,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474363,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474363,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474373,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474373,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474383,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474383,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474393,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474393,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474403,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474403,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474413,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474413,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474423,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474423,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474433,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474433,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474443,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474443,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474453,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474453,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474463,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474463,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474473,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474473,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474483,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474483,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474493,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474493,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474503,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474503,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474513,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474513,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474523,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474523,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474533,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474533,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474543,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474543,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474553,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474553,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474564,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474564,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474574,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474574,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474584,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474584,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474594,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474594,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474604,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474604,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474614,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474614,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474624,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474624,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474634,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474634,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474644,10.0.0.1,10.0.0.2,0,0,1,10,980,0,0,0,0,10,10,0
1758474644,10.0.0.2,10.0.0.1,0,0,1,10,980,0,0,0,0,10,10,0
1758474654,10.0.0.1,10.0.0.2,0,0,1,4,392,0,0,0,0,4,10,0
1758474654,10.0.0.2,10.0.0.1,0,0,1,4,392,0,0,0,0,4,10,0
1758474744,10.0.0.1,10.0.0.2,2111,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.2,10.0.0.1,0,2111,6,1,54,0,0,1,1,0,10,1
1758474744,10.0.0.1,10.0.0.2,2112,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.2,10.0.0.1,0,2112,6,1,54,0,0,1,1,0,10,1
1758474744,10.0.0.1,10.0.0.2,2113,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.2,10.0.0.1,0,2113,6,1,54,0,0,1,1,0,10,1
1758474744,10.0.0.1,10.0.0.2,2114,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.2,10.0.0.1,0,2114,6,1,54,0,0,1,1,0,10,1
1758474744,10.0.0.1,10.0.0.2,2115,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2116,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2117,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2118,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2119,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2120,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2121,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2122,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2123,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2124,0,6,1,54,1,0,0,0,0,10,1
1758474744,10.0.0.1,10.0.0.2,2125,0,6,1,54,1,0,0,0,0,10,1
